cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
R40_2.5-5,rate_peak_ratio,5,T64B-V282pool,1.3709,0.8636,6,1,12,4,0.5073,-0.0493,2.3177,1.6711,0.3036,False,False
R40_2.5-5,rate_peak_ratio,5,T4-V282,0.8686,0.6473,5,1,3,1,0.2214,-0.075,1.1452,0.7474,0.2962,False,False
R40_2.5-5,rate_peak_ratio,5,T4-V282old,0.8686,0.9519,5,1,9,3,-0.0833,-0.1617,0.8405,0.7187,0.1159,False,False
R40_2.5-5,rate_peak_ratio,5,T4-V282pool,0.8686,0.8636,5,1,12,4,0.0051,-0.1258,0.9988,0.7394,0.0069,False,False
R40_2.5-5,rate_peak_ratio,5,V282old-V282,0.9519,0.6473,9,3,3,1,0.3047,-0.2163,0.3804,0.4769,0.6388,False,False
R40_2.5-5,rate_overrun,5,T64B-V282old,0.3945,0.1404,6,1,8,3,0.2541,-0.2312,0.7469,0.7298,0.3481,False,False
R40_2.5-5,rate_overrun,5,T64B-V282pool,0.3945,0.1404,6,1,10,4,0.2541,-0.1668,0.7744,0.7219,0.352,False,False
R40_2.5-5,rate_overrun,5,T4-V282old,0.2563,0.1404,5,1,8,3,0.1159,-0.2059,0.8293,0.6556,0.1767,False,False
R40_2.5-5,rate_overrun,5,T4-V282pool,0.2563,0.1404,5,1,10,4,0.1159,-0.1634,0.8195,0.6327,0.1831,False,False
R40_2.5-5,rate_rough,5,T64B-V282,0.1884,0.0747,6,1,3,1,0.1136,-0.0079,0.2794,0.2498,0.4549,False,False
R40_2.5-5,rate_rough,5,T64B-V282old,0.1884,0.0812,6,1,9,3,0.1072,-0.0068,0.2643,0.252,0.4255,False,False
R40_2.5-5,rate_rough,5,T64B-V282pool,0.1884,0.078,6,1,12,4,0.1104,-0.0032,0.2518,0.2465,0.4481,False,False
R40_2.5-5,rate_rough,5,T4-V282,0.1878,0.0747,5,1,3,1,0.113,0.0459,0.3723,0.2017,0.5604,True,False
R40_2.5-5,rate_rough,5,T4-V282old,0.1878,0.0812,5,1,9,3,0.1066,0.0391,0.3729,0.2089,0.5103,True,False
R40_2.5-5,rate_rough,5,T4-V282pool,0.1878,0.078,5,1,12,4,0.1098,0.043,0.3723,0.1979,0.5548,True,False
R40_2.5-5,rate_rough,5,V282old-V282,0.0812,0.0747,9,3,3,1,0.0064,-0.056,0.044,0.0797,0.0806,False,False
R40_2.5-5,rate_travel_ratio,5,T64B-V282old,0.8321,0.9723,6,1,5,2,-0.1402,-0.609,0.0777,0.4675,0.2998,False,False
R40_2.5-5,rate_travel_ratio,5,T64B-V282pool,0.8321,0.9723,6,1,5,2,-0.1402,-0.5524,0.0777,0.4505,0.3111,False,False
R40_2.5-5,rate_conc,5,T64B-V282,0.2237,0.176,6,1,3,1,0.0477,-0.0943,0.2626,0.2267,0.2104,False,False
R40_2.5-5,rate_conc,5,T64B-V282old,0.2237,0.2283,6,1,9,3,-0.0046,-0.0966,0.2103,0.2221,0.0207,False,False
R40_2.5-5,rate_conc,5,T64B-V282pool,0.2237,0.2265,6,1,12,4,-0.0028,-0.0765,0.2446,0.2085,0.0134,False,False
R40_2.5-5,rate_conc,5,T4-V282,0.2044,0.176,5,1,3,1,0.0284,-0.1011,0.1239,0.1798,0.1581,False,False
R40_2.5-5,rate_conc,5,T4-V282old,0.2044,0.2283,5,1,9,3,-0.0239,-0.122,0.1411,0.1788,0.1335,False,False
R40_2.5-5,rate_conc,5,T4-V282pool,0.2044,0.2265,5,1,12,4,-0.0221,-0.0937,0.1116,0.1538,0.1435,False,False
R40_2.5-5,rate_conc,5,V282old-V282,0.2283,0.176,9,3,3,1,0.0523,-0.143,0.1468,0.1964,0.2663,False,False
R40_2.5-5,rate_hf_per_peak,5,T64B-V282,0.1474,0.0421,6,1,3,1,0.1053,-0.0446,0.3403,0.276,0.3813,False,False
R40_2.5-5,rate_hf_per_peak,5,T64B-V282old,0.1474,0.0658,6,1,9,3,0.0816,-0.0309,0.3288,0.2692,0.303,False,False
R40_2.5-5,rate_hf_per_peak,5,T64B-V282pool,0.1474,0.0597,6,1,12,4,0.0877,-0.0255,0.3288,0.2647,0.3311,False,False
R40_2.5-5,rate_hf_per_peak,5,T4-V282,0.1077,0.0421,5,1,3,1,0.0656,-0.0394,0.1519,0.1273,0.5153,False,False
R40_2.5-5,rate_hf_per_peak,5,T4-V282old,0.1077,0.0658,5,1,9,3,0.0419,-0.032,0.1282,0.1132,0.3701,False,False
R40_2.5-5,rate_hf_per_peak,5,T4-V282pool,0.1077,0.0597,5,1,12,4,0.048,-0.032,0.1343,0.1089,0.4408,False,False
R40_2.5-5,rate_hf_per_peak,5,V282old-V282,0.0658,0.0421,9,3,3,1,0.0237,-0.0846,0.0769,0.1186,0.2,False,False
R40_2.5-5,rate_mode_per_peak,5,T64B-V282,0.1144,0.0171,6,1,3,1,0.0974,0.0105,0.2057,0.1675,0.5813,True,False
R40_2.5-5,rate_mode_per_peak,5,T64B-V282old,0.1144,0.0195,6,1,9,3,0.0949,0.0043,0.2007,0.17,0.5583,True,False
R40_2.5-5,rate_mode_per_peak,5,T64B-V282pool,0.1144,0.0183,6,1,12,4,0.0961,0.0123,0.2013,0.1672,0.5751,True,False
R40_2.5-5,rate_mode_per_peak,5,T4-V282,0.1144,0.0171,5,1,3,1,0.0973,0.0221,0.1129,0.0939,1.0363,True,False
R40_2.5-5,rate_mode_per_peak,5,T4-V282old,0.1144,0.0195,5,1,9,3,0.0949,0.0163,0.1166,0.097,0.9782,True,False
R40_2.5-5,rate_mode_per_peak,5,T4-V282pool,0.1144,0.0183,5,1,12,4,0.0961,0.0134,0.1133,0.096,1.0004,True,False
R40_2.5-5,rate_mode_per_peak,5,V282old-V282,0.0195,0.0171,9,3,3,1,0.0024,-0.0202,0.0242,0.0295,0.0825,False,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64-V282,0.1013,0.0315,12,2,14,3,0.0698,0.0244,0.338,0.2597,0.2688,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64-V282old,0.1013,0.0285,12,2,18,3,0.0728,0.0424,0.341,0.2561,0.2843,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64-V282pool,0.1013,0.0287,12,2,32,6,0.0726,0.041,0.3381,0.2566,0.283,True,True
R40_5-8,mode_ratio_1.8-3Hz,4,T64-V282_LOO,0.1013,0.0454,12,2,6,2,0.056,0.0066,0.3294,0.2621,0.2136,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64B-V282,0.1614,0.0315,13,1,14,3,0.1299,0.0602,0.5072,0.2738,0.4745,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64B-V282old,0.1614,0.0285,13,1,18,3,0.1329,0.0747,0.5244,0.2716,0.4894,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.1614,0.0287,13,1,32,6,0.1327,0.0747,0.5217,0.2703,0.491,True,True
R40_5-8,mode_ratio_1.8-3Hz,4,T64B-V282_LOO,0.1614,0.0454,13,1,6,2,0.1161,0.048,0.4511,0.2738,0.424,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T5-V282,0.33,0.0315,8,1,14,3,0.2985,0.1353,0.5529,0.3011,0.9913,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T5-V282old,0.33,0.0285,8,1,18,3,0.3015,0.1465,0.5725,0.3018,0.9989,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T5-V282pool,0.33,0.0287,8,1,32,6,0.3013,0.148,0.5726,0.301,1.0009,True,True
R40_5-8,mode_ratio_1.8-3Hz,4,T5-V282_LOO,0.33,0.0454,8,1,6,2,0.2846,0.1208,0.5594,0.3074,0.9259,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T4-V282,0.2171,0.0315,16,1,14,3,0.1855,0.0848,0.4156,0.2593,0.7157,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T4-V282old,0.2171,0.0285,16,1,18,3,0.1886,0.0956,0.415,0.2562,0.7359,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2171,0.0287,16,1,32,6,0.1884,0.0879,0.4189,0.258,0.73,True,True
R40_5-8,mode_ratio_1.8-3Hz,4,T4-V282_LOO,0.2171,0.0454,16,1,6,2,0.1717,0.068,0.4075,0.2619,0.6557,True,False
R40_5-8,mode_ratio_1.8-3Hz,4,V282old-V282,0.0285,0.0315,18,3,14,3,-0.003,-0.038,0.0188,0.0459,0.0657,False,False
R40_5-8,hf_ratio_2-10Hz,4,T64-V282,0.1563,0.0792,12,2,14,3,0.0771,-0.0028,0.2861,0.2196,0.3512,False,False
R40_5-8,hf_ratio_2-10Hz,4,T64-V282old,0.1563,0.0655,12,2,18,3,0.0908,-0.0105,0.2984,0.2196,0.4137,False,False
R40_5-8,hf_ratio_2-10Hz,4,T64-V282pool,0.1563,0.0756,12,2,32,6,0.0807,0.0048,0.2925,0.2154,0.3748,True,True
R40_5-8,hf_ratio_2-10Hz,4,T64-V282_LOO,0.1563,0.0802,12,2,6,2,0.0761,-0.0675,0.2804,0.2371,0.321,False,False
R40_5-8,hf_ratio_2-10Hz,4,T64B-V282,0.3357,0.0792,13,1,14,3,0.2565,0.0564,0.3596,0.2574,0.9965,True,False
R40_5-8,hf_ratio_2-10Hz,4,T64B-V282old,0.3357,0.0655,13,1,18,3,0.2702,0.0594,0.3763,0.2563,1.054,True,False
R40_5-8,hf_ratio_2-10Hz,4,T64B-V282pool,0.3357,0.0756,13,1,32,6,0.2601,0.0693,0.3716,0.2525,1.0301,True,True
R40_5-8,hf_ratio_2-10Hz,4,T64B-V282_LOO,0.3357,0.0802,13,1,6,2,0.2554,0.023,0.3722,0.2715,0.9409,True,False
R40_5-8,hf_ratio_2-10Hz,4,T5-V282,0.4161,0.0792,8,1,14,3,0.337,0.0836,0.4943,0.3376,0.9981,True,False
R40_5-8,hf_ratio_2-10Hz,4,T5-V282old,0.4161,0.0655,8,1,18,3,0.3507,0.0992,0.4982,0.3404,1.0301,True,False
R40_5-8,hf_ratio_2-10Hz,4,T5-V282pool,0.4161,0.0756,8,1,32,6,0.3406,0.1144,0.4982,0.339,1.0047,True,True
R40_5-8,hf_ratio_2-10Hz,4,T5-V282_LOO,0.4161,0.0802,8,1,6,2,0.3359,0.066,0.4863,0.3522,0.9538,True,False
R40_5-8,hf_ratio_2-10Hz,4,T4-V282,0.2507,0.0792,16,1,14,3,0.1715,0.0548,0.4931,0.3157,0.5434,True,False
R40_5-8,hf_ratio_2-10Hz,4,T4-V282old,0.2507,0.0655,16,1,18,3,0.1853,0.0445,0.4938,0.3168,0.5848,True,False
R40_5-8,hf_ratio_2-10Hz,4,T4-V282pool,0.2507,0.0756,16,1,32,6,0.1752,0.0534,0.4943,0.3109,0.5634,True,True
R40_5-8,hf_ratio_2-10Hz,4,T4-V282_LOO,0.2507,0.0802,16,1,6,2,0.1705,-0.0048,0.4848,0.3285,0.5191,False,False
R40_5-8,hf_ratio_2-10Hz,4,V282old-V282,0.0655,0.0792,18,3,14,3,-0.0137,-0.0816,0.0444,0.0859,0.1595,False,False
R40_5-8,mode_rms_1.8-3Hz,4,T64-V282,8.6718,2.2808,12,2,14,3,6.391,3.2434,13.9083,8.7266,0.7324,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T64-V282old,8.6718,1.432,12,2,18,3,7.2398,3.8881,14.8828,8.757,0.8268,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T64-V282pool,8.6718,1.7241,12,2,32,6,6.9477,3.5203,14.5865,8.7649,0.7927,True,True
R40_5-8,mode_rms_1.8-3Hz,4,T64-V282_LOO,8.6718,2.1415,12,2,6,2,6.5303,3.3583,14.2112,8.7277,0.7482,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T64B-V282,11.4938,2.2808,13,1,14,3,9.2129,4.0162,15.7636,10.9295,0.8429,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T64B-V282old,11.4938,1.432,13,1,18,3,10.0618,4.7772,16.2828,11.0174,0.9133,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T64B-V282pool,11.4938,1.7241,13,1,32,6,9.7697,4.3169,16.0652,10.975,0.8902,True,True
R40_5-8,mode_rms_1.8-3Hz,4,T64B-V282_LOO,11.4938,2.1415,13,1,6,2,9.3522,4.1309,15.7671,10.9439,0.8546,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T5-V282,12.6746,2.2808,8,1,14,3,10.3938,3.9167,18.6278,11.239,0.9248,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T5-V282old,12.6746,1.432,8,1,18,3,11.2426,4.487,18.6047,11.2258,1.0015,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T5-V282pool,12.6746,1.7241,8,1,32,6,10.9505,4.2888,18.9031,11.2124,0.9766,True,True
R40_5-8,mode_rms_1.8-3Hz,4,T5-V282_LOO,12.6746,2.1415,8,1,6,2,10.5331,3.9171,18.7666,11.2264,0.9382,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T4-V282,10.9168,2.2808,16,1,14,3,8.6359,5.0799,14.06,6.718,1.2855,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T4-V282old,10.9168,1.432,16,1,18,3,9.4848,5.6735,14.7022,6.852,1.3842,True,False
R40_5-8,mode_rms_1.8-3Hz,4,T4-V282pool,10.9168,1.7241,16,1,32,6,9.1927,5.7075,14.3607,6.6487,1.3826,True,True
R40_5-8,mode_rms_1.8-3Hz,4,T4-V282_LOO,10.9168,2.1415,16,1,6,2,8.7752,5.1564,14.089,6.722,1.3054,True,False
R40_5-8,mode_rms_1.8-3Hz,4,V282old-V282,1.432,2.2808,18,3,14,3,-0.8488,-1.4996,0.671,1.6136,0.526,False,False
R40_5-8,hf_rms_2-10Hz,4,T64-V282,11.7996,4.4147,12,2,14,3,7.3849,2.1563,11.4393,7.3657,1.0026,True,False
R40_5-8,hf_rms_2-10Hz,4,T64-V282old,11.7996,4.3194,12,2,18,3,7.4802,2.2662,12.1958,7.5061,0.9966,True,False
R40_5-8,hf_rms_2-10Hz,4,T64-V282pool,11.7996,4.3194,12,2,32,6,7.4802,2.2405,11.554,7.2998,1.0247,True,True
R40_5-8,hf_rms_2-10Hz,4,T64-V282_LOO,11.7996,4.1253,12,2,6,2,7.6743,2.4486,11.798,7.3615,1.0425,True,False
R40_5-8,hf_rms_2-10Hz,4,T64B-V282,14.1914,4.4147,13,1,14,3,9.7767,5.1214,16.6906,11.1234,0.8789,True,False
R40_5-8,hf_rms_2-10Hz,4,T64B-V282old,14.1914,4.3194,13,1,18,3,9.872,5.3918,17.4909,11.2244,0.8795,True,False
R40_5-8,hf_rms_2-10Hz,4,T64B-V282pool,14.1914,4.3194,13,1,32,6,9.872,5.4362,17.076,11.136,0.8865,True,True
R40_5-8,hf_rms_2-10Hz,4,T64B-V282_LOO,14.1914,4.1253,13,1,6,2,10.0661,4.9327,17.3959,11.2065,0.8982,True,False
R40_5-8,hf_rms_2-10Hz,4,T5-V282,15.4217,4.4147,8,1,14,3,11.007,1.8136,15.9056,12.0149,0.9161,True,False
R40_5-8,hf_rms_2-10Hz,4,T5-V282old,15.4217,4.3194,8,1,18,3,11.1022,1.9884,16.2865,12.0813,0.919,True,False
R40_5-8,hf_rms_2-10Hz,4,T5-V282pool,15.4217,4.3194,8,1,32,6,11.1022,1.9482,16.1126,12.0239,0.9233,True,True
R40_5-8,hf_rms_2-10Hz,4,T5-V282_LOO,15.4217,4.1253,8,1,6,2,11.2964,2.0693,16.2059,12.1448,0.9301,True,False
R40_5-8,hf_rms_2-10Hz,4,T4-V282,10.7477,4.4147,16,1,14,3,6.333,4.719,14.7276,6.5811,0.9623,True,False
R40_5-8,hf_rms_2-10Hz,4,T4-V282old,10.7477,4.3194,16,1,18,3,6.4283,4.8136,14.6467,6.7346,0.9545,True,False
R40_5-8,hf_rms_2-10Hz,4,T4-V282pool,10.7477,4.3194,16,1,32,6,6.4283,4.8587,14.7118,6.672,0.9635,True,True
R40_5-8,hf_rms_2-10Hz,4,T4-V282_LOO,10.7477,4.1253,16,1,6,2,6.6224,4.5939,14.959,6.7457,0.9817,True,False
R40_5-8,hf_rms_2-10Hz,4,V282old-V282,4.3194,4.4147,18,3,14,3,-0.0953,-2.1664,1.074,2.4785,0.0384,False,False
R40_5-8,travel_conc,4,T64-V282,0.1759,0.1738,12,2,14,3,0.0021,-0.0603,0.0832,0.1066,0.0194,False,False
R40_5-8,travel_conc,4,T64-V282old,0.1759,0.1668,12,2,18,3,0.0091,-0.0539,0.084,0.1009,0.0899,False,False
R40_5-8,travel_conc,4,T64-V282pool,0.1759,0.1668,12,2,32,6,0.0091,-0.043,0.0832,0.0908,0.0999,False,True
R40_5-8,travel_conc,4,T64-V282_LOO,0.1759,0.1929,12,2,6,2,-0.017,-0.0721,0.0813,0.1078,0.158,False,False
R40_5-8,travel_conc,4,T64B-V282,0.1769,0.1738,13,1,14,3,0.0032,-0.0498,0.0714,0.0827,0.0382,False,False
R40_5-8,travel_conc,4,T64B-V282old,0.1769,0.1668,13,1,18,3,0.0102,-0.0481,0.0662,0.0828,0.1228,False,False
R40_5-8,travel_conc,4,T64B-V282pool,0.1769,0.1668,13,1,32,6,0.0102,-0.0317,0.0621,0.0702,0.1449,False,True
R40_5-8,travel_conc,4,T64B-V282_LOO,0.1769,0.1929,13,1,6,2,-0.0159,-0.0603,0.0592,0.087,0.1831,False,False
R40_5-8,travel_conc,4,T5-V282,0.1949,0.1738,8,1,14,3,0.0211,-0.0303,0.0998,0.0938,0.2247,False,False
R40_5-8,travel_conc,4,T5-V282old,0.1949,0.1668,8,1,18,3,0.0281,-0.0345,0.0947,0.0935,0.3005,False,False
R40_5-8,travel_conc,4,T5-V282pool,0.1949,0.1668,8,1,32,6,0.0281,-0.0249,0.0919,0.0854,0.3288,False,True
R40_5-8,travel_conc,4,T5-V282_LOO,0.1949,0.1929,8,1,6,2,0.002,-0.051,0.0906,0.0986,0.0201,False,False
R40_5-8,travel_conc,4,T4-V282,0.1965,0.1738,16,1,14,3,0.0227,-0.04,0.0737,0.0867,0.2617,False,False
R40_5-8,travel_conc,4,T4-V282old,0.1965,0.1668,16,1,18,3,0.0297,-0.0457,0.0721,0.0829,0.3583,False,False
R40_5-8,travel_conc,4,T4-V282pool,0.1965,0.1668,16,1,32,6,0.0297,-0.0335,0.0644,0.0708,0.4195,False,True
R40_5-8,travel_conc,4,T4-V282_LOO,0.1965,0.1929,16,1,6,2,0.0036,-0.0572,0.0694,0.0886,0.0404,False,False
R40_5-8,travel_conc,4,V282old-V282,0.1668,0.1738,18,3,14,3,-0.007,-0.0632,0.0626,0.0916,0.0765,False,False
R40_5-8,dwelljump_per100deg,4,T64-V282,0.0,0.0,12,2,14,3,0.0,0.0,0.0,0.0,nan,False,False
R40_5-8,dwelljump_per100deg,4,T64-V282old,0.0,0.0,12,2,18,3,0.0,0.0,0.0,0.0,nan,False,False
R40_5-8,dwelljump_per100deg,4,T64-V282pool,0.0,0.0,12,2,32,6,0.0,0.0,0.0,0.0,nan,False,True
R40_5-8,dwelljump_per100deg,4,T64-V282_LOO,0.0,0.0,12,2,6,2,0.0,0.0,0.0,0.0,nan,False,False
R40_5-8,dwelljump_per100deg,4,T64B-V282,0.0973,0.0,13,1,14,3,0.0973,0.0,0.3412,0.2844,0.342,False,False
R40_5-8,dwelljump_per100deg,4,T64B-V282old,0.0973,0.0,13,1,18,3,0.0973,0.0,0.3412,0.2844,0.342,False,False
R40_5-8,dwelljump_per100deg,4,T64B-V282pool,0.0973,0.0,13,1,32,6,0.0973,0.0,0.3412,0.2844,0.342,False,True
R40_5-8,dwelljump_per100deg,4,T64B-V282_LOO,0.0973,0.0,13,1,6,2,0.0973,0.0,0.3412,0.2844,0.342,False,False
R40_5-8,dwelljump_per100deg,4,T5-V282,0.2204,0.0,8,1,14,3,0.2204,0.0,0.734,0.6142,0.3589,False,False
R40_5-8,dwelljump_per100deg,4,T5-V282old,0.2204,0.0,8,1,18,3,0.2204,0.0,0.734,0.6142,0.3589,False,False
R40_5-8,dwelljump_per100deg,4,T5-V282pool,0.2204,0.0,8,1,32,6,0.2204,0.0,0.734,0.6142,0.3589,False,True
R40_5-8,dwelljump_per100deg,4,T5-V282_LOO,0.2204,0.0,8,1,6,2,0.2204,0.0,0.734,0.6142,0.3589,False,False
R40_5-8,dwelljump_per100deg,4,T4-V282,0.2594,0.0,16,1,14,3,0.2594,0.0,0.6345,0.4465,0.581,False,False
R40_5-8,dwelljump_per100deg,4,T4-V282old,0.2594,0.0,16,1,18,3,0.2594,0.0,0.6345,0.4465,0.581,False,False
R40_5-8,dwelljump_per100deg,4,T4-V282pool,0.2594,0.0,16,1,32,6,0.2594,0.0,0.6345,0.4465,0.581,False,True
R40_5-8,dwelljump_per100deg,4,T4-V282_LOO,0.2594,0.0,16,1,6,2,0.2594,0.0,0.6345,0.4465,0.581,False,False
R40_5-8,dwelljump_per100deg,4,V282old-V282,0.0,0.0,18,3,14,3,0.0,0.0,0.0,0.0,nan,False,False
R40_5-8,rate_lag_excess,5,T64-V282,0.031,0.1,7,2,5,3,-0.069,-0.134,0.021,0.1384,0.4986,False,False
R40_5-8,rate_lag_excess,5,T64-V282old,0.031,0.14,7,2,7,3,-0.109,-0.204,-0.019,0.1452,0.7507,True,False
R40_5-8,rate_lag_excess,5,T64-V282pool,0.031,0.12,7,2,12,6,-0.089,-0.1741,0.001,0.1424,0.625,False,True
R40_5-8,rate_lag_excess,5,T64B-V282,-0.0472,0.1,6,1,5,3,-0.1472,-0.2272,-0.0622,0.1107,1.3298,True,False
R40_5-8,rate_lag_excess,5,T64B-V282old,-0.0472,0.14,6,1,7,3,-0.1872,-0.2972,-0.0922,0.1267,1.4777,True,False
R40_5-8,rate_lag_excess,5,T64B-V282pool,-0.0472,0.12,6,1,12,6,-0.1672,-0.2622,-0.0821,0.1191,1.4034,True,True
R40_5-8,rate_lag_excess,5,T5-V282,0.1792,0.1,4,1,5,3,0.0792,-0.1258,0.2142,0.3009,0.2632,False,False
R40_5-8,rate_lag_excess,5,T5-V282old,0.1792,0.14,4,1,7,3,0.0392,-0.1658,0.1742,0.3106,0.1262,False,False
R40_5-8,rate_lag_excess,5,T5-V282pool,0.1792,0.12,4,1,12,6,0.0592,-0.1458,0.1942,0.3041,0.1947,False,True
R40_5-8,rate_lag_excess,5,T4-V282,0.1954,0.1,8,1,5,3,0.0954,-0.0047,0.1904,0.191,0.4997,False,False
R40_5-8,rate_lag_excess,5,T4-V282old,0.1954,0.14,8,1,7,3,0.0554,-0.0696,0.1604,0.2008,0.276,False,False
R40_5-8,rate_lag_excess,5,T4-V282pool,0.1954,0.12,8,1,12,6,0.0754,-0.0396,0.1755,0.1958,0.3851,False,True
R40_5-8,rate_lag_excess,5,V282old-V282,0.14,0.1,7,3,5,3,0.04,0.01,0.1,0.0687,0.582,True,False
R40_5-8,rate_lag,5,T64-V282,0.33,0.3,7,2,5,3,0.03,-0.045,0.12,0.1387,0.2163,False,False
R40_5-8,rate_lag,5,T64-V282old,0.33,0.34,7,2,7,3,-0.01,-0.1104,0.08,0.1517,0.0659,False,False
R40_5-8,rate_lag,5,T64-V282pool,0.33,0.32,7,2,12,6,0.01,-0.07,0.1,0.1422,0.0703,False,True
R40_5-8,rate_lag,5,T64B-V282,0.255,0.3,6,1,5,3,-0.045,-0.135,0.045,0.1163,0.387,False,False
R40_5-8,rate_lag,5,T64B-V282old,0.255,0.34,6,1,7,3,-0.085,-0.1801,0.01,0.126,0.6747,False,False
R40_5-8,rate_lag,5,T64B-V282pool,0.255,0.32,6,1,12,6,-0.065,-0.155,0.0201,0.1184,0.5488,False,True
R40_5-8,rate_lag,5,T5-V282,0.465,0.3,4,1,5,3,0.165,-0.04,0.3,0.2967,0.5562,False,False
R40_5-8,rate_lag,5,T5-V282old,0.465,0.34,4,1,7,3,0.125,-0.08,0.26,0.2985,0.4188,False,False
R40_5-8,rate_lag,5,T5-V282pool,0.465,0.32,4,1,12,6,0.145,-0.0601,0.28,0.2989,0.4852,False,True
R40_5-8,rate_lag,5,T4-V282,0.475,0.3,8,1,5,3,0.175,0.07,0.27,0.1928,0.9077,True,False
R40_5-8,rate_lag,5,T4-V282old,0.475,0.34,8,1,7,3,0.135,0.01,0.24,0.2009,0.6719,True,False
R40_5-8,rate_lag,5,T4-V282pool,0.475,0.32,8,1,12,6,0.155,0.045,0.26,0.1972,0.7862,True,True
R40_5-8,rate_lag,5,V282old-V282,0.34,0.3,7,3,5,3,0.04,0.01,0.1,0.0742,0.5388,True,False
R40_5-8,rate_gain,5,T64-V282,0.8814,0.884,7,2,5,3,-0.0026,-0.1549,0.3428,0.35,0.0075,False,False
R40_5-8,rate_gain,5,T64-V282old,0.8814,0.8799,7,2,7,3,0.0015,-0.1465,0.3033,0.3028,0.0048,False,False
R40_5-8,rate_gain,5,T64-V282pool,0.8814,0.882,7,2,12,6,-0.0006,-0.1747,0.3048,0.2947,0.002,False,True
R40_5-8,rate_gain,5,T64B-V282,0.759,0.884,6,1,5,3,-0.125,-0.3946,0.2294,0.3978,0.3142,False,False
R40_5-8,rate_gain,5,T64B-V282old,0.759,0.8799,6,1,7,3,-0.1209,-0.3905,0.2265,0.3585,0.3372,False,False
R40_5-8,rate_gain,5,T64B-V282pool,0.759,0.882,6,1,12,6,-0.1229,-0.3921,0.2214,0.3484,0.3529,False,True
R40_5-8,rate_gain,5,T5-V282,1.1382,0.884,4,1,5,3,0.2542,-0.0439,1.0954,0.8176,0.3109,False,False
R40_5-8,rate_gain,5,T5-V282old,1.1382,0.8799,4,1,7,3,0.2583,-0.0399,1.1006,0.7937,0.3254,False,False
R40_5-8,rate_gain,5,T5-V282pool,1.1382,0.882,4,1,12,6,0.2563,-0.0419,1.096,0.7878,0.3253,False,True
R40_5-8,rate_gain,5,T4-V282,0.7639,0.884,8,1,5,3,-0.1201,-0.3545,0.1791,0.357,0.3365,False,False
R40_5-8,rate_gain,5,T4-V282old,0.7639,0.8799,8,1,7,3,-0.1161,-0.3378,0.0711,0.3179,0.3651,False,False
R40_5-8,rate_gain,5,T4-V282pool,0.7639,0.882,8,1,12,6,-0.1181,-0.3398,0.0299,0.2995,0.3942,False,True
R40_5-8,rate_gain,5,V282old-V282,0.8799,0.884,7,3,5,3,-0.0041,-0.1447,0.2951,0.2483,0.0164,False,False
R40_5-8,rate_peak_ratio,5,T64-V282,1.0786,0.8892,7,2,5,3,0.1894,0.0422,0.8939,0.636,0.2978,True,False
R40_5-8,rate_peak_ratio,5,T64-V282old,1.0786,0.8495,7,2,7,3,0.2291,0.0786,0.9636,0.6262,0.3659,True,False
R40_5-8,rate_peak_ratio,5,T64-V282pool,1.0786,0.8699,7,2,12,6,0.2088,0.0676,0.9138,0.6165,0.3386,True,True
R40_5-8,rate_peak_ratio,5,T64B-V282,0.9899,0.8892,6,1,5,3,0.1007,-0.1203,0.3872,0.4406,0.2285,False,False
R40_5-8,rate_peak_ratio,5,T64B-V282old,0.9899,0.8495,6,1,7,3,0.1404,-0.0831,0.4632,0.4289,0.3272,False,False
R40_5-8,rate_peak_ratio,5,T64B-V282pool,0.9899,0.8699,6,1,12,6,0.12,-0.0977,0.42,0.4237,0.2832,False,True
R40_5-8,rate_peak_ratio,5,T5-V282,1.5364,0.8892,4,1,5,3,0.6472,-0.0398,1.0249,0.7449,0.869,False,False
R40_5-8,rate_peak_ratio,5,T5-V282old,1.5364,0.8495,4,1,7,3,0.6869,-0.0001,1.0548,0.7389,0.9297,False,False
