cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
R10_8-15,rate_peak_ratio,5,T4-V282old,2.0742,1.0119,18,1,25,3,1.0623,0.6465,1.6448,0.712,1.492,True,True
R10_8-15,rate_peak_ratio,5,T4-V282pool,2.0742,1.022,18,1,52,6,1.0522,0.6719,1.601,0.6871,1.5314,True,True
R10_8-15,rate_peak_ratio,5,T4-V282_LOO,2.0742,0.9156,18,1,9,2,1.1587,0.7266,1.7149,0.6965,1.6636,True,False
R10_8-15,rate_peak_ratio,5,V282old-V282,1.0119,1.0355,25,3,27,3,-0.0236,-0.1793,0.2656,0.3195,0.074,False,True
R10_8-15,rate_overrun,5,T64-V282,0.3468,0.1107,10,2,26,3,0.2361,0.0716,0.4529,0.3133,0.7537,True,True
R10_8-15,rate_overrun,5,T64-V282old,0.3468,0.1473,10,2,25,3,0.1995,0.0082,0.4292,0.3034,0.6575,True,True
R10_8-15,rate_overrun,5,T64-V282pool,0.3468,0.1451,10,2,51,6,0.2017,0.0691,0.439,0.2926,0.6892,True,True
R10_8-15,rate_overrun,5,T64-V282_LOO,0.3468,0.1688,10,2,9,2,0.1779,0.0378,0.4823,0.3435,0.518,True,False
R10_8-15,rate_overrun,5,T64B-V282,0.549,0.1107,19,1,26,3,0.4384,0.2677,0.8485,0.4357,1.0061,True,True
R10_8-15,rate_overrun,5,T64B-V282old,0.549,0.1473,19,1,25,3,0.4017,0.2274,0.8187,0.4363,0.9207,True,True
R10_8-15,rate_overrun,5,T64B-V282pool,0.549,0.1451,19,1,51,6,0.4039,0.2624,0.8287,0.4303,0.9388,True,True
R10_8-15,rate_overrun,5,T64B-V282_LOO,0.549,0.1688,19,1,9,2,0.3802,0.2351,0.9007,0.4685,0.8114,True,False
R10_8-15,rate_overrun,5,T5-V282,0.4389,0.1107,10,1,26,3,0.3283,0.0747,0.7498,0.4855,0.6762,True,True
R10_8-15,rate_overrun,5,T5-V282old,0.4389,0.1473,10,1,25,3,0.2916,0.0103,0.7123,0.479,0.6089,True,True
R10_8-15,rate_overrun,5,T5-V282pool,0.4389,0.1451,10,1,51,6,0.2939,0.0747,0.729,0.4698,0.6255,True,True
R10_8-15,rate_overrun,5,T5-V282_LOO,0.4389,0.1688,10,1,9,2,0.2701,0.0368,0.7408,0.5037,0.5362,True,False
R10_8-15,rate_overrun,5,T4-V282,0.2005,0.1107,17,1,26,3,0.0899,-0.0962,0.3518,0.3258,0.2759,False,True
R10_8-15,rate_overrun,5,T4-V282old,0.2005,0.1473,17,1,25,3,0.0532,-0.1587,0.2917,0.3189,0.1669,False,True
R10_8-15,rate_overrun,5,T4-V282pool,0.2005,0.1451,17,1,51,6,0.0555,-0.1131,0.2987,0.3017,0.1839,False,True
R10_8-15,rate_overrun,5,T4-V282_LOO,0.2005,0.1688,17,1,9,2,0.0317,-0.1325,0.3278,0.3458,0.0917,False,False
R10_8-15,rate_overrun,5,V282old-V282,0.1473,0.1107,25,3,26,3,0.0367,-0.0769,0.1916,0.1893,0.1936,False,True
R10_8-15,rate_rough,5,T64-V282,0.4671,0.0895,10,2,27,3,0.3776,0.165,0.5447,0.2485,1.5196,True,True
R10_8-15,rate_rough,5,T64-V282old,0.4671,0.1012,10,2,25,3,0.3659,0.144,0.5207,0.2514,1.4554,True,True
R10_8-15,rate_rough,5,T64-V282pool,0.4671,0.0933,10,2,52,6,0.3739,0.1567,0.5291,0.2463,1.5178,True,True
R10_8-15,rate_rough,5,T64-V282_LOO,0.4671,0.0722,10,2,9,2,0.3949,0.1661,0.5481,0.2525,1.5641,True,False
R10_8-15,rate_rough,5,T64B-V282,0.3984,0.0895,19,1,27,3,0.3089,0.249,0.56,0.1865,1.6561,True,True
R10_8-15,rate_rough,5,T64B-V282old,0.3984,0.1012,19,1,25,3,0.2971,0.2305,0.5481,0.1897,1.5665,True,True
R10_8-15,rate_rough,5,T64B-V282pool,0.3984,0.0933,19,1,52,6,0.3051,0.246,0.5579,0.1866,1.6353,True,True
R10_8-15,rate_rough,5,T64B-V282_LOO,0.3984,0.0722,19,1,9,2,0.3262,0.246,0.5781,0.1935,1.6858,True,False
R10_8-15,rate_rough,5,T5-V282,0.3697,0.0895,12,1,27,3,0.2802,0.1395,0.3844,0.1661,1.6866,True,True
R10_8-15,rate_rough,5,T5-V282old,0.3697,0.1012,12,1,25,3,0.2684,0.1269,0.3659,0.1691,1.5871,True,True
R10_8-15,rate_rough,5,T5-V282pool,0.3697,0.0933,12,1,52,6,0.2764,0.1347,0.3772,0.1653,1.6722,True,True
R10_8-15,rate_rough,5,T5-V282_LOO,0.3697,0.0722,12,1,9,2,0.2975,0.1483,0.3889,0.1708,1.7414,True,False
R10_8-15,rate_rough,5,T4-V282,0.3532,0.0895,18,1,27,3,0.2637,0.1824,0.4181,0.137,1.9252,True,True
R10_8-15,rate_rough,5,T4-V282old,0.3532,0.1012,18,1,25,3,0.252,0.1697,0.389,0.1401,1.7989,True,True
R10_8-15,rate_rough,5,T4-V282pool,0.3532,0.0933,18,1,52,6,0.2599,0.1796,0.4071,0.1358,1.9147,True,True
R10_8-15,rate_rough,5,T4-V282_LOO,0.3532,0.0722,18,1,9,2,0.281,0.1856,0.4181,0.1432,1.9617,True,False
R10_8-15,rate_rough,5,V282old-V282,0.1012,0.0895,25,3,27,3,0.0117,-0.0132,0.0634,0.0515,0.2279,False,True
R10_8-15,rate_travel_ratio,5,T64-V282,1.0808,1.0002,9,2,18,3,0.0807,-0.3435,0.4375,0.5481,0.1472,False,True
R10_8-15,rate_travel_ratio,5,T64-V282old,1.0808,1.1325,9,2,15,3,-0.0517,-0.6604,0.224,0.6098,0.0847,False,True
R10_8-15,rate_travel_ratio,5,T64-V282pool,1.0808,1.0282,9,2,33,6,0.0526,-0.4221,0.2896,0.5106,0.103,False,True
R10_8-15,rate_travel_ratio,5,T64-V282_LOO,1.0808,0.8196,9,2,5,2,0.2612,-0.2523,0.5083,0.5261,0.4965,False,False
R10_8-15,rate_travel_ratio,5,T64B-V282,1.0919,1.0002,17,1,18,3,0.0917,-0.0,0.4374,0.3305,0.2775,False,True
R10_8-15,rate_travel_ratio,5,T64B-V282old,1.0919,1.1325,17,1,15,3,-0.0406,-0.3832,0.1959,0.4294,0.0947,False,True
R10_8-15,rate_travel_ratio,5,T64B-V282pool,1.0919,1.0282,17,1,33,6,0.0636,-0.0805,0.3049,0.2654,0.2397,False,True
R10_8-15,rate_travel_ratio,5,T64B-V282_LOO,1.0919,0.8196,17,1,5,2,0.2723,0.1132,0.4764,0.2773,0.9817,True,False
R10_8-15,rate_travel_ratio,5,T5-V282,1.0499,1.0002,7,1,18,3,0.0498,-0.246,0.4123,0.4268,0.1166,False,True
R10_8-15,rate_travel_ratio,5,T5-V282old,1.0499,1.1325,7,1,15,3,-0.0826,-0.5511,0.1108,0.4953,0.1667,False,True
R10_8-15,rate_travel_ratio,5,T5-V282pool,1.0499,1.0282,7,1,33,6,0.0217,-0.2698,0.2069,0.3638,0.0596,False,True
R10_8-15,rate_travel_ratio,5,T5-V282_LOO,1.0499,0.8196,7,1,5,2,0.2303,-0.0905,0.4309,0.3918,0.5878,False,False
R10_8-15,rate_travel_ratio,5,T4-V282,1.0438,1.0002,15,1,18,3,0.0436,-0.1537,0.356,0.3973,0.1098,False,True
R10_8-15,rate_travel_ratio,5,T4-V282old,1.0438,1.1325,15,1,15,3,-0.0887,-0.6057,0.116,0.4762,0.1863,False,True
R10_8-15,rate_travel_ratio,5,T4-V282pool,1.0438,1.0282,15,1,33,6,0.0156,-0.3117,0.2273,0.3343,0.0465,False,True
R10_8-15,rate_travel_ratio,5,T4-V282_LOO,1.0438,0.8196,15,1,5,2,0.2242,-0.0704,0.4082,0.3449,0.65,False,False
R10_8-15,rate_travel_ratio,5,V282old-V282,1.1325,1.0002,15,3,18,3,0.1324,-0.0289,0.5874,0.4811,0.2751,False,True
R10_8-15,rate_conc,5,T64-V282,0.3815,0.236,10,2,27,3,0.1454,0.062,0.2241,0.1189,1.2226,True,True
R10_8-15,rate_conc,5,T64-V282old,0.3815,0.2359,10,2,25,3,0.1456,0.068,0.2109,0.105,1.3864,True,True
R10_8-15,rate_conc,5,T64-V282pool,0.3815,0.236,10,2,52,6,0.1455,0.0649,0.2076,0.1067,1.3636,True,True
R10_8-15,rate_conc,5,T64-V282_LOO,0.3815,0.2598,10,2,9,2,0.1216,0.0569,0.2277,0.1263,0.9633,True,False
R10_8-15,rate_conc,5,T64B-V282,0.3934,0.236,19,1,27,3,0.1574,0.0615,0.2375,0.1182,1.3314,True,True
R10_8-15,rate_conc,5,T64B-V282old,0.3934,0.2359,19,1,25,3,0.1575,0.0609,0.2279,0.1102,1.4295,True,True
R10_8-15,rate_conc,5,T64B-V282pool,0.3934,0.236,19,1,52,6,0.1574,0.0615,0.2254,0.1098,1.4338,True,True
R10_8-15,rate_conc,5,T64B-V282_LOO,0.3934,0.2598,19,1,9,2,0.1336,0.0423,0.2308,0.129,1.0353,True,False
R10_8-15,rate_conc,5,T5-V282,0.3525,0.236,12,1,27,3,0.1165,0.0691,0.1878,0.0887,1.3126,True,True
R10_8-15,rate_conc,5,T5-V282old,0.3525,0.2359,12,1,25,3,0.1166,0.0776,0.1782,0.0747,1.5612,True,True
R10_8-15,rate_conc,5,T5-V282pool,0.3525,0.236,12,1,52,6,0.1165,0.0716,0.1798,0.0753,1.5468,True,True
R10_8-15,rate_conc,5,T5-V282_LOO,0.3525,0.2598,12,1,9,2,0.0927,0.0617,0.1959,0.1026,0.9037,True,False
R10_8-15,rate_conc,5,T4-V282,0.4192,0.236,18,1,27,3,0.1832,0.0839,0.2501,0.1287,1.4238,True,True
R10_8-15,rate_conc,5,T4-V282old,0.4192,0.2359,18,1,25,3,0.1834,0.0927,0.2317,0.1179,1.5555,True,True
R10_8-15,rate_conc,5,T4-V282pool,0.4192,0.236,18,1,52,6,0.1833,0.0914,0.2337,0.1181,1.5522,True,True
R10_8-15,rate_conc,5,T4-V282_LOO,0.4192,0.2598,18,1,9,2,0.1594,0.0779,0.2625,0.138,1.1555,True,False
R10_8-15,rate_conc,5,V282old-V282,0.2359,0.236,25,3,27,3,-0.0002,-0.0389,0.0437,0.0635,0.0024,False,True
R10_8-15,rate_hf_per_peak,5,T64-V282,0.39,0.109,10,2,27,3,0.2809,0.1283,0.4805,0.227,1.2379,True,True
R10_8-15,rate_hf_per_peak,5,T64-V282old,0.39,0.1244,10,2,25,3,0.2656,0.1109,0.4749,0.2304,1.1528,True,True
R10_8-15,rate_hf_per_peak,5,T64-V282pool,0.39,0.1132,10,2,52,6,0.2768,0.1265,0.478,0.2272,1.2179,True,True
R10_8-15,rate_hf_per_peak,5,T64-V282_LOO,0.39,0.0869,10,2,9,2,0.303,0.1457,0.4841,0.2265,1.3377,True,False
R10_8-15,rate_hf_per_peak,5,T64B-V282,0.4095,0.109,19,1,27,3,0.3004,0.1632,0.3434,0.1506,1.9945,True,True
R10_8-15,rate_hf_per_peak,5,T64B-V282old,0.4095,0.1244,19,1,25,3,0.2851,0.1437,0.33,0.1539,1.8523,True,True
R10_8-15,rate_hf_per_peak,5,T64B-V282pool,0.4095,0.1132,19,1,52,6,0.2963,0.1576,0.3328,0.1498,1.9779,True,True
R10_8-15,rate_hf_per_peak,5,T64B-V282_LOO,0.4095,0.0869,19,1,9,2,0.3225,0.182,0.3509,0.1513,2.1322,True,False
R10_8-15,rate_hf_per_peak,5,T5-V282,0.3,0.109,12,1,27,3,0.191,0.1153,0.3286,0.1435,1.3311,True,True
R10_8-15,rate_hf_per_peak,5,T5-V282old,0.3,0.1244,12,1,25,3,0.1756,0.0899,0.3098,0.1482,1.1848,True,True
R10_8-15,rate_hf_per_peak,5,T5-V282pool,0.3,0.1132,12,1,52,6,0.1868,0.1095,0.3141,0.1434,1.3022,True,True
R10_8-15,rate_hf_per_peak,5,T5-V282_LOO,0.3,0.0869,12,1,9,2,0.213,0.1273,0.3387,0.1437,1.4825,True,False
R10_8-15,rate_hf_per_peak,5,T4-V282,0.2628,0.109,18,1,27,3,0.1538,0.1191,0.2525,0.1124,1.3678,True,True
R10_8-15,rate_hf_per_peak,5,T4-V282old,0.2628,0.1244,18,1,25,3,0.1384,0.1003,0.2401,0.1154,1.1994,True,True
R10_8-15,rate_hf_per_peak,5,T4-V282pool,0.2628,0.1132,18,1,52,6,0.1496,0.1114,0.2378,0.1114,1.3431,True,True
R10_8-15,rate_hf_per_peak,5,T4-V282_LOO,0.2628,0.0869,18,1,9,2,0.1759,0.1333,0.2579,0.1119,1.5712,True,False
R10_8-15,rate_hf_per_peak,5,V282old-V282,0.1244,0.109,25,3,27,3,0.0154,-0.025,0.0572,0.052,0.2953,False,True
R10_8-15,rate_mode_per_peak,5,T64-V282,0.2609,0.0321,10,2,27,3,0.2288,0.1322,0.3088,0.1315,1.7398,True,True
R10_8-15,rate_mode_per_peak,5,T64-V282old,0.2609,0.0393,10,2,25,3,0.2216,0.1264,0.2993,0.1314,1.6859,True,True
R10_8-15,rate_mode_per_peak,5,T64-V282pool,0.2609,0.0359,10,2,52,6,0.225,0.1311,0.305,0.1306,1.7226,True,True
R10_8-15,rate_mode_per_peak,5,T64-V282_LOO,0.2609,0.0361,10,2,9,2,0.2248,0.1282,0.3047,0.1318,1.7061,True,False
R10_8-15,rate_mode_per_peak,5,T64B-V282,0.2704,0.0321,19,1,27,3,0.2383,0.152,0.3663,0.1525,1.5626,True,True
R10_8-15,rate_mode_per_peak,5,T64B-V282old,0.2704,0.0393,19,1,25,3,0.2311,0.146,0.3567,0.1519,1.5208,True,True
R10_8-15,rate_mode_per_peak,5,T64B-V282pool,0.2704,0.0359,19,1,52,6,0.2344,0.148,0.3619,0.1522,1.5401,True,True
R10_8-15,rate_mode_per_peak,5,T64B-V282_LOO,0.2704,0.0361,19,1,9,2,0.2343,0.148,0.3656,0.1545,1.5166,True,False
R10_8-15,rate_mode_per_peak,5,T5-V282,0.2366,0.0321,12,1,27,3,0.2045,0.1056,0.2752,0.1335,1.5321,True,True
R10_8-15,rate_mode_per_peak,5,T5-V282old,0.2366,0.0393,12,1,25,3,0.1973,0.0983,0.2713,0.1346,1.4654,True,True
R10_8-15,rate_mode_per_peak,5,T5-V282pool,0.2366,0.0359,12,1,52,6,0.2006,0.104,0.2733,0.1332,1.5058,True,True
R10_8-15,rate_mode_per_peak,5,T5-V282_LOO,0.2366,0.0361,12,1,9,2,0.2005,0.1028,0.2741,0.1355,1.4797,True,False
R10_8-15,rate_mode_per_peak,5,T4-V282,0.2047,0.0321,18,1,27,3,0.1727,0.1195,0.2725,0.0999,1.7281,True,True
R10_8-15,rate_mode_per_peak,5,T4-V282old,0.2047,0.0393,18,1,25,3,0.1654,0.1151,0.2708,0.1002,1.6507,True,True
R10_8-15,rate_mode_per_peak,5,T4-V282pool,0.2047,0.0359,18,1,52,6,0.1688,0.1187,0.2725,0.0995,1.6971,True,True
R10_8-15,rate_mode_per_peak,5,T4-V282_LOO,0.2047,0.0361,18,1,9,2,0.1686,0.1178,0.2845,0.1011,1.6685,True,False
R10_8-15,rate_mode_per_peak,5,V282old-V282,0.0393,0.0321,25,3,27,3,0.0072,-0.0091,0.0218,0.0217,0.3331,False,True
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282,0.1612,0.0297,6,2,5,1,0.1315,0.0557,0.4858,0.2911,0.4517,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282old,0.1612,0.0355,6,2,15,3,0.1257,0.0453,0.4938,0.2983,0.4215,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282pool,0.1612,0.0336,6,2,20,4,0.1276,0.0567,0.4819,0.2881,0.4428,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282,0.1899,0.0297,8,1,5,1,0.1602,0.0441,0.3485,0.2193,0.7303,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282old,0.1899,0.0355,8,1,15,3,0.1544,0.0414,0.3427,0.2331,0.6624,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.1899,0.0336,8,1,20,4,0.1563,0.0627,0.3394,0.2209,0.7073,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282,0.2415,0.0297,7,1,5,1,0.2117,0.0803,0.2675,0.1993,1.0624,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282old,0.2415,0.0355,7,1,15,3,0.206,0.0686,0.2754,0.2122,0.9706,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2415,0.0336,7,1,20,4,0.2078,0.0896,0.2625,0.1989,1.045,True,False
R40_2.5-5,mode_ratio_1.8-3Hz,4,V282old-V282,0.0355,0.0297,15,3,5,1,0.0058,-0.0497,0.0529,0.1067,0.0542,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64-V282,0.2159,0.0865,6,2,5,1,0.1294,-0.0031,0.4239,0.2854,0.4535,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64-V282old,0.2159,0.1319,6,2,15,3,0.084,-0.0406,0.3918,0.2978,0.2822,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64-V282pool,0.2159,0.1143,6,2,20,4,0.1016,-0.0292,0.389,0.2883,0.3524,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64B-V282,0.2388,0.0865,8,1,5,1,0.1523,0.0138,0.3456,0.2672,0.57,True,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64B-V282old,0.2388,0.1319,8,1,15,3,0.1069,-0.0276,0.3128,0.2818,0.3792,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T64B-V282pool,0.2388,0.1143,8,1,20,4,0.1244,-0.0137,0.3118,0.2697,0.4613,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T4-V282,0.2439,0.0865,7,1,5,1,0.1574,0.0329,0.2219,0.1578,0.9977,True,False
R40_2.5-5,hf_ratio_2-10Hz,4,T4-V282old,0.2439,0.1319,7,1,15,3,0.112,-0.0594,0.2215,0.1859,0.6027,False,False
R40_2.5-5,hf_ratio_2-10Hz,4,T4-V282pool,0.2439,0.1143,7,1,20,4,0.1296,0.0134,0.2054,0.165,0.7853,True,False
R40_2.5-5,hf_ratio_2-10Hz,4,V282old-V282,0.1319,0.0865,15,3,5,1,0.0454,-0.0641,0.1936,0.158,0.2875,False,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64-V282,8.2796,2.7569,6,2,5,1,5.5227,1.9227,16.2227,10.574,0.5223,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64-V282old,8.2796,2.4731,6,2,15,3,5.8065,2.609,17.6166,10.5465,0.5506,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64-V282pool,8.2796,2.5487,6,2,20,4,5.7309,2.9089,17.1116,10.4037,0.5508,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282,10.8448,2.7569,8,1,5,1,8.0879,3.9971,14.5214,7.9854,1.0128,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282old,10.8448,2.4731,8,1,15,3,8.3717,4.7633,15.1492,7.8286,1.0694,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282pool,10.8448,2.5487,8,1,20,4,8.2962,4.6122,14.8554,7.6896,1.0789,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T4-V282,10.9303,2.7569,7,1,5,1,8.1734,5.6037,14.225,8.4642,0.9657,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T4-V282old,10.9303,2.4731,7,1,15,3,8.4572,6.4779,15.2816,8.5238,0.9922,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,T4-V282pool,10.9303,2.5487,7,1,20,4,8.3817,6.5013,14.6926,8.3986,0.998,True,False
R40_2.5-5,mode_rms_1.8-3Hz,4,V282old-V282,2.4731,2.7569,15,3,5,1,-0.2838,-3.0761,1.9278,3.707,0.0766,False,False
R40_2.5-5,hf_rms_2-10Hz,4,T64-V282,10.2484,5.236,6,2,5,1,5.0124,0.7833,29.6705,22.0284,0.2275,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T64-V282old,10.2484,5.488,6,2,15,3,4.7604,0.3712,29.4941,22.0636,0.2158,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T64-V282pool,10.2484,5.362,6,2,20,4,4.8864,0.2323,29.3133,21.9961,0.2221,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T64B-V282,13.7044,5.236,8,1,5,1,8.4685,2.9695,17.4759,11.0402,0.7671,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T64B-V282old,13.7044,5.488,8,1,15,3,8.2164,3.1083,18.4776,11.3764,0.7222,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T64B-V282pool,13.7044,5.362,8,1,20,4,8.3425,3.108,18.0646,11.0269,0.7566,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T4-V282,11.7359,5.236,7,1,5,1,6.4999,3.7405,12.0032,7.4945,0.8673,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T4-V282old,11.7359,5.488,7,1,15,3,6.2479,3.4657,13.9701,7.9704,0.7839,True,False
R40_2.5-5,hf_rms_2-10Hz,4,T4-V282pool,11.7359,5.362,7,1,20,4,6.3739,3.7473,12.0421,7.427,0.8582,True,False
R40_2.5-5,hf_rms_2-10Hz,4,V282old-V282,5.488,5.236,15,3,5,1,0.252,-3.1257,3.0945,4.2999,0.0586,False,False
R40_2.5-5,travel_conc,4,T64-V282,0.2356,0.1677,6,2,5,1,0.0679,-0.0895,0.2005,0.1936,0.3508,False,False
R40_2.5-5,travel_conc,4,T64-V282old,0.2356,0.1658,6,2,15,3,0.0698,-0.0231,0.1933,0.1555,0.4486,False,False
R40_2.5-5,travel_conc,4,T64-V282pool,0.2356,0.1667,6,2,20,4,0.0688,-0.0125,0.1957,0.1459,0.4717,False,False
R40_2.5-5,travel_conc,4,T64B-V282,0.2177,0.1677,8,1,5,1,0.05,-0.1019,0.2227,0.2271,0.2202,False,False
R40_2.5-5,travel_conc,4,T64B-V282old,0.2177,0.1658,8,1,15,3,0.0518,-0.0403,0.2029,0.195,0.2659,False,False
R40_2.5-5,travel_conc,4,T64B-V282pool,0.2177,0.1667,8,1,20,4,0.0509,-0.0373,0.2033,0.1912,0.2664,False,False
R40_2.5-5,travel_conc,4,T4-V282,0.1862,0.1677,7,1,5,1,0.0185,-0.1302,0.0698,0.1488,0.1244,False,False
R40_2.5-5,travel_conc,4,T4-V282old,0.1862,0.1658,7,1,15,3,0.0204,-0.0605,0.0628,0.0964,0.2111,False,False
R40_2.5-5,travel_conc,4,T4-V282pool,0.1862,0.1667,7,1,20,4,0.0194,-0.0378,0.0628,0.0796,0.2443,False,False
R40_2.5-5,travel_conc,4,V282old-V282,0.1658,0.1677,15,3,5,1,-0.0018,-0.1608,0.081,0.1633,0.0112,False,False
R40_2.5-5,dwelljump_per100deg,4,T64-V282,0.2423,0.0,6,2,5,1,0.2423,0.0,1.4501,1.3326,0.1818,False,False
R40_2.5-5,dwelljump_per100deg,4,T64-V282old,0.2423,0.0,6,2,15,3,0.2423,0.0,1.4501,1.3326,0.1818,False,False
R40_2.5-5,dwelljump_per100deg,4,T64-V282pool,0.2423,0.0,6,2,20,4,0.2423,0.0,1.4501,1.3326,0.1818,False,False
R40_2.5-5,dwelljump_per100deg,4,T64B-V282,0.0,0.0,8,1,5,1,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,T64B-V282old,0.0,0.0,8,1,15,3,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,T64B-V282pool,0.0,0.0,8,1,20,4,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,T4-V282,0.0,0.0,7,1,5,1,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,T4-V282old,0.0,0.0,7,1,15,3,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,T4-V282pool,0.0,0.0,7,1,20,4,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,dwelljump_per100deg,4,V282old-V282,0.0,0.0,15,3,5,1,0.0,0.0,0.0,0.0,nan,False,False
R40_2.5-5,rate_lag_excess,5,T64B-V282,-0.0572,0.11,6,1,3,1,-0.1672,-0.3422,-0.1222,0.2133,0.7838,True,False
R40_2.5-5,rate_lag_excess,5,T64B-V282old,-0.0572,0.11,6,1,9,3,-0.1672,-0.2122,-0.1222,0.0722,2.3175,True,False
R40_2.5-5,rate_lag_excess,5,T64B-V282pool,-0.0572,0.11,6,1,12,4,-0.1672,-0.2072,-0.1222,0.0668,2.5048,True,False
R40_2.5-5,rate_lag_excess,5,T4-V282,0.2504,0.11,5,1,3,1,0.1404,-0.0296,0.1804,0.2179,0.6444,False,False
R40_2.5-5,rate_lag_excess,5,T4-V282old,0.2504,0.11,5,1,9,3,0.1404,0.0604,0.1904,0.0822,1.7083,True,False
R40_2.5-5,rate_lag_excess,5,T4-V282pool,0.2504,0.11,5,1,12,4,0.1404,0.0604,0.1804,0.0757,1.8549,True,False
R40_2.5-5,rate_lag_excess,5,V282old-V282,0.11,0.11,9,3,3,1,0.0,-0.19,0.05,0.2213,0.0,False,False
R40_2.5-5,rate_lag,5,T64B-V282,0.245,0.31,6,1,3,1,-0.065,-0.24,-0.02,0.2153,0.302,True,False
R40_2.5-5,rate_lag,5,T64B-V282old,0.245,0.31,6,1,9,3,-0.065,-0.11,-0.015,0.0704,0.9236,True,False
R40_2.5-5,rate_lag,5,T64B-V282pool,0.245,0.31,6,1,12,4,-0.065,-0.11,-0.02,0.0716,0.9084,True,False
R40_2.5-5,rate_lag,5,T4-V282,0.53,0.31,5,1,3,1,0.22,0.05,0.26,0.2211,0.9951,True,False
R40_2.5-5,rate_lag,5,T4-V282old,0.53,0.31,5,1,9,3,0.22,0.14,0.26,0.079,2.785,True,False
R40_2.5-5,rate_lag,5,T4-V282pool,0.53,0.31,5,1,12,4,0.22,0.12,0.26,0.0827,2.6602,True,False
R40_2.5-5,rate_lag,5,V282old-V282,0.31,0.31,9,3,3,1,0.0,-0.19,0.05,0.2207,0.0,False,False
R40_2.5-5,rate_gain,5,T64B-V282,0.893,0.6924,6,1,3,1,0.2006,-0.1599,0.4453,0.5053,0.397,False,False
R40_2.5-5,rate_gain,5,T64B-V282old,0.893,0.7766,6,1,9,3,0.1165,-0.298,0.2933,0.4474,0.2603,False,False
R40_2.5-5,rate_gain,5,T64B-V282pool,0.893,0.7766,6,1,12,4,0.1165,-0.226,0.3191,0.3801,0.3064,False,False
R40_2.5-5,rate_gain,5,T4-V282,0.8329,0.6924,5,1,3,1,0.1405,-0.1921,0.4247,0.5473,0.2568,False,False
R40_2.5-5,rate_gain,5,T4-V282old,0.8329,0.7766,5,1,9,3,0.0564,-0.3428,0.3013,0.4863,0.1159,False,False
R40_2.5-5,rate_gain,5,T4-V282pool,0.8329,0.7766,5,1,12,4,0.0564,-0.2675,0.3077,0.4209,0.134,False,False
R40_2.5-5,rate_gain,5,V282old-V282,0.7766,0.6924,9,3,3,1,0.0842,-0.213,0.5433,0.5581,0.1508,False,False
R40_2.5-5,rate_peak_ratio,5,T64B-V282,1.3709,0.6473,6,1,3,1,0.7236,0.0085,2.424,1.6631,0.4351,True,False
R40_2.5-5,rate_peak_ratio,5,T64B-V282old,1.3709,0.9519,6,1,9,3,0.4189,-0.1691,2.2479,1.6563,0.2529,False,False
